Country_FAO,scenario,decade,mean,median,sd,min,max,n_model,agreement,wilcox_p,spatial_scale
Dominican Republic,ssp585,2091-2100,0.880869008502446,-2.87984413014654,18.6404609052831,-23.6942524588916,33.3689896736865,10,50,0.0482137116807411,countries_admin
Ecuador,ssp126,2041-2050,-7.54851025516971,-8.39412635719608,5.80224121942808,-16.1218088442626,1.4668004759545,10,90,0.274210960424617,countries_admin
Ecuador,ssp126,2091-2100,-9.60805471649667,-10.0989062398779,6.09444590302013,-19.0734510653561,-0.759317487895456,10,100,1.5040085067338e-24,countries_admin
Ecuador,ssp585,2041-2050,-9.45002265844869,-10.3346830396779,6.68192369840886,-18.2890435141038,0.911351701800636,10,90,0.274210960424617,countries_admin
Ecuador,ssp585,2091-2100,-38.8609874438717,-40.6703112580314,18.9455675444931,-76.9355043896673,-9.69684267080277,10,100,1.5040085067338e-24,countries_admin
Egypt,ssp126,2041-2050,16.4632155894888,14.6271274988759,11.1261003694613,1.1894485004614,38.9813874821482,10,100,2.33124043165747e-09,countries_admin
Egypt,ssp126,2091-2100,18.1995366982438,16.5159129328976,16.7220894193228,-6.61569471497179,51.2492558861646,10,90,3.49728058504194e-16,countries_admin
Egypt,ssp585,2041-2050,0.00354560578717462,-0.213776001990993,5.85790791647807,-9.34565575046525,10.6454549891716,10,60,2.33124043165747e-09,countries_admin
Egypt,ssp585,2091-2100,-17.417293494104,-25.0914609499043,22.4167782359353,-44.224677332202,28.143352180457,10,70,3.49728058504194e-16,countries_admin
El Salvador,ssp126,2041-2050,-14.3398982423154,-9.74206247638654,16.2021325866357,-51.8119605646203,1.58151254455758,10,90,0.963945746617348,countries_admin
El Salvador,ssp126,2091-2100,-12.5723934411141,-10.653222325275,8.57867966852954,-27.4665539815778,-3.06923578870735,10,100,1.63890043728766e-13,countries_admin
El Salvador,ssp585,2041-2050,-14.6465106250617,-11.6352275929559,12.5442132647912,-42.9877658723632,-0.370316585784394,10,100,0.963945746617348,countries_admin
El Salvador,ssp585,2091-2100,-34.6649838330524,-28.5878323439212,22.236319755127,-74.8569073732062,-2.38453939394108,10,100,1.63890043728766e-13,countries_admin
Equatorial Guinea,ssp126,2041-2050,-9.83373265880109,-8.75357797016238,5.64559088249175,-20.2509462786846,-3.2016863985698,10,100,1.19930282630429e-07,countries_admin
Equatorial Guinea,ssp126,2091-2100,-4.31677526460245,-4.55593967151769,7.60221087748506,-15.6352119510003,6.50191393632771,10,60,1.14749460212188e-30,countries_admin
Equatorial Guinea,ssp585,2041-2050,-17.4238851471493,-16.0099340517098,8.96814263736996,-34.1321551249376,-5.24555810701603,10,100,1.19930282630429e-07,countries_admin
Equatorial Guinea,ssp585,2091-2100,-28.6080407153152,-27.4798797581324,9.80944841156644,-45.1352971192308,-15.4719620050398,10,100,1.14749460212188e-30,countries_admin
Eritrea,ssp126,2041-2050,-10.0184663442057,-7.93101819662707,9.55751939532263,-34.4085946497014,1.34217208954416,10,90,0.135780716271873,countries_admin
Eritrea,ssp126,2091-2100,-7.77441787915479,-5.04261525193954,13.5018388659789,-44.2906219719214,3.4553784977226,10,80,3.17433030685766e-07,countries_admin
Eritrea,ssp585,2041-2050,-12.115006643725,-8.69358502294623,10.9119897777539,-41.1346116605589,-2.46020543564156,10,100,0.135780716271873,countries_admin
Eritrea,ssp585,2091-2100,-21.3389694396205,-27.7627091134317,15.9849522817948,-37.9772209144309,4.83513367989237,10,90,3.17433030685766e-07,countries_admin
Estonia,ssp126,2041-2050,-4.90414550062113,-5.7282286793595,10.879537033497,-24.976757454182,8.89360849187568,10,60,0.0297506448193188,countries_admin
Estonia,ssp126,2091-2100,-3.20296561400121,-4.02332867089663,11.1269796388559,-20.123703150944,14.1631459143104,10,60,0.328998133633585,countries_admin
Estonia,ssp585,2041-2050,-1.06901727260005,-1.17847336493074,7.42307535095672,-11.9743671793984,9.87957135902173,10,60,0.0297506448193188,countries_admin
Estonia,ssp585,2091-2100,-7.24793066628341,-2.62258135587669,18.5568485138149,-38.5754070348024,19.6284731348646,10,50,0.328998133633585,countries_admin
Fiji,ssp126,2041-2050,0.693733989846022,2.41292362475019,11.8014152073471,-12.6356247664756,19.422407280786,10,50,0.0240412347524979,countries_admin
Fiji,ssp126,2091-2100,-2.68137825596284,1.59316487204341,13.7799002418336,-20.8293058669542,13.4554888833603,10,50,0.000234589486695214,countries_admin
Fiji,ssp585,2041-2050,-5.50644829818868,1.45618584343844,16.5735300004585,-29.6472950925099,14.1345702272864,10,50,0.0240412347524979,countries_admin
Fiji,ssp585,2091-2100,-19.6438903166462,-4.35159996161797,29.1032741165725,-60.8263403827202,10.8732242250553,10,60,0.000234589486695214,countries_admin
Finland,ssp126,2041-2050,2.39042000467044,2.90757422245671,10.8802469377978,-16.1777714373239,18.7396061356972,10,50,0.040007800903984,countries_admin
Finland,ssp126,2091-2100,3.14011630957832,1.60356848806134,12.9676850412604,-15.9989555979299,26.1399152075737,10,50,0.733214437148216,countries_admin
Finland,ssp585,2041-2050,5.89305596554964,5.41571782442084,8.95515630061901,-7.33570225166522,20.8446488142128,10,70,0.040007800903984,countries_admin
Finland,ssp585,2091-2100,3.56381215642094,3.35285175178392,21.7942267793299,-32.6546907515716,35.632094338098,10,60,0.733214437148216,countries_admin
France,ssp126,2041-2050,-5.58136733017303,-6.05951153973076,3.15059093252157,-10.4281411814248,-1.4510909261749,10,100,0.00154864401376757,countries_admin
France,ssp126,2091-2100,-6.17328136265207,-6.13659323346135,4.19579821264914,-11.9806410096327,-0.503199828401342,10,100,4.84888396232436e-23,countries_admin
France,ssp585,2041-2050,-7.81841759021315,-8.45539803780554,4.31333591920078,-13.2686197528575,-2.14939530561003,10,100,0.00154864401376757,countries_admin
France,ssp585,2091-2100,-23.1298533338719,-24.5690524561389,11.2146816337976,-35.2132306389023,-7.43501429452019,10,100,4.84888396232436e-23,countries_admin
Gabon,ssp126,2041-2050,-8.9466069070036,-7.87417999401781,4.3127500960026,-17.0806858962293,-2.53411297281645,10,100,3.09320055105654e-07,countries_admin
Gabon,ssp126,2091-2100,-4.9706000876115,-6.54946751978172,5.87005351644646,-12.2895398538272,4.43296410090283,10,70,9.14563078361764e-31,countries_admin
Gabon,ssp585,2041-2050,-15.1690375905752,-13.021954150806,8.09303246048983,-30.3673496871185,-6.28676500909262,10,100,3.09320055105654e-07,countries_admin
Gabon,ssp585,2091-2100,-26.2234795479536,-24.7674133728628,6.69281053611686,-38.8108032815336,-14.4403994475774,10,100,9.14563078361764e-31,countries_admin
Gambia,ssp126,2041-2050,-14.2253186246281,-14.3129460549317,7.01177218272087,-26.168669582886,-4.94047919408531,10,100,0.101871223256349,countries_admin
Gambia,ssp126,2091-2100,-7.18099576764157,-4.16503838508256,6.32373411053625,-19.3765497982935,-0.451668432929644,10,100,6.38630454121251e-29,countries_admin
Gambia,ssp585,2041-2050,-19.2377202010574,-20.2918081202412,6.21620524537005,-29.3994134988609,-9.10596354848002,10,100,0.101871223256349,countries_admin
Gambia,ssp585,2091-2100,-36.314953232296,-39.757051328218,11.8231554002677,-50.9816166474829,-17.294876733375,10,100,6.38630454121251e-29,countries_admin
Georgia,ssp126,2041-2050,-6.39557170118858,-5.72632328835032,13.1280560645848,-38.3208942817349,12.3169051211664,10,70,0.000107066453742005,countries_admin
Georgia,ssp126,2091-2100,16.8311069392715,-8.31393284170458,64.1228674714847,-41.7125763144068,175.315145677206,10,70,0.0368090393113476,countries_admin
Georgia,ssp585,2041-2050,3.06889369112982,1.73964292566965,14.0861812062588,-13.3548975088052,35.3122849910856,10,60,0.000107066453742005,countries_admin
Georgia,ssp585,2091-2100,61.0861378051042,-17.6361093337098,216.523697110985,-35.9335295901328,668.466814329255,10,70,0.0368090393113476,countries_admin
Germany,ssp126,2041-2050,-2.40376674814874,-2.39193335409721,2.48612429084958,-7.71696291605557,0.446374983595239,10,80,0.00765410155490616,countries_admin
Germany,ssp126,2091-2100,-3.21047711179147,-2.1123002590884,3.81424591332094,-11.5267512920223,1.07059998205121,10,80,6.49472506041004e-13,countries_admin
Germany,ssp585,2041-2050,-4.61623374956501,-3.84933334960464,4.65816496117942,-14.5058496641873,1.73036753649608,10,80,0.00765410155490616,countries_admin
Germany,ssp585,2091-2100,-16.9056683353755,-18.6335830693099,13.2556493970911,-36.407561609972,-0.735736904344445,10,100,6.49472506041004e-13,countries_admin
Ghana,ssp126,2041-2050,-11.1986646522106,-11.7285651133802,4.07070191596842,-18.7403337219189,-4.93684184440136,10,100,8.68704605763211e-08,countries_admin
Ghana,ssp126,2091-2100,-3.27047117385147,-3.78881843166632,4.36516429850254,-8.26407533742731,4.60422055791537,10,70,4.61970476729992e-31,countries_admin
Ghana,ssp585,2041-2050,-17.2613387397645,-18.5847839014871,5.78140720858565,-26.1015519640545,-9.1463579062227,10,100,8.68704605763211e-08,countries_admin
Ghana,ssp585,2091-2100,-28.5377171360251,-25.8084914283003,7.59221393300992,-40.3467925986084,-18.2787655159298,10,100,4.61970476729992e-31,countries_admin
Greece,ssp126,2041-2050,12.7717369805749,12.2314631830296,6.902592089498,-3.225055527298,23.4499218577304,10,90,1.4069173156994e-11,countries_admin
Greece,ssp126,2091-2100,10.7132994422332,9.66869393963323,11.4367856839596,-4.44791988915936,30.7933298881522,10,80,8.0427546899878e-24,countries_admin
Greece,ssp585,2041-2050,-0.181783515337923,-2.03471400588045,6.6687798384921,-8.58724858291305,15.0223595750052,10,60,1.4069173156994e-11,countries_admin
Greece,ssp585,2091-2100,-21.8416176796325,-19.2253013759193,11.3102978619952,-41.4126117850017,-1.35627683423909,10,100,8.0427546899878e-24,countries_admin
Grenada,ssp126,2041-2050,-5.09929434127536,-8.66568919627718,9.76434234006022,-15.3560350174291,16.69957849297,10,80,0.106558021128492,countries_admin
Grenada,ssp126,2091-2100,1.062630363504,-3.06994979396971,16.9391066531177,-13.547982327207,46.0233726032837,10,60,6.58030632920379e-06,countries_admin
Grenada,ssp585,2041-2050,-7.85046977781026,-9.22321669590501,6.45732030092704,-15.3815364059322,5.46342182199116,10,90,0.106558021128492,countries_admin
Grenada,ssp585,2091-2100,-9.45993543680247,-7.85882529091508,22.7538141332479,-35.3812104405055,44.3597818604148,10,90,6.58030632920379e-06,countries_admin
Guatemala,ssp126,2041-2050,-13.2699467841664,-11.3282047320532,13.2921595181475,-43.0431267354741,1.99821471579724,10,90,0.598505909566418,countries_admin
Guatemala,ssp126,2091-2100,-12.969548456998,-13.4424298022103,6.40707373472645,-19.7872828195758,-3.46929949194846,10,100,2.77345963509555e-15,countries_admin
Guatemala,ssp585,2041-2050,-14.9537993218389,-13.4468082031133,10.8113482682609,-38.7277620916091,-1.0141700267849,10,100,0.598505909566418,countries_admin
Guatemala,ssp585,2091-2100,-34.7552311411489,-32.5369841319139,18.4510622402871,-66.7351676136771,-5.51656947306772,10,100,2.77345963509555e-15,countries_admin
Guinea,ssp126,2041-2050,-8.09131511465499,-7.9195806273596,4.1775862263884,-14.4060538115571,-1.01268862142915,10,100,0.00922958817907779,countries_admin
Guinea,ssp126,2091-2100,-4.07007645463728,-2.17784840734136,4.69663688316033,-12.0408464170159,1.16884798969178,10,90,1.15276966876823e-21,countries_admin
Guinea,ssp585,2041-2050,-11.8937577765197,-11.2211056541253,6.95667940625999,-21.2871950830668,1.62865502240812,10,90,0.00922958817907779,countries_admin
Guinea,ssp585,2091-2100,-23.4480968570293,-25.5468161948197,12.2427582184918,-35.6197690730641,0.584643438668433,10,90,1.15276966876823e-21,countries_admin
Guinea-Bissau,ssp126,2041-2050,-11.124023617315,-10.5819345259422,7.01679525317434,-20.7952351943858,1.72341926557937,10,90,0.0707800430546007,countries_admin
Guinea-Bissau,ssp126,2091-2100,-5.47005081199334,-2.80962787355253,7.76233663620306,-22.3986217484222,4.8277666750702,10,90,3.11286996253671e-25,countries_admin
Guinea-Bissau,ssp585,2041-2050,-14.7342471820553,-15.2492169496822,7.69952516507471,-23.4928175062325,2.7957821438431,10,90,0.0707800430546007,countries_admin
Guinea-Bissau,ssp585,2091-2100,-29.2617809244647,-31.1656026779971,12.7778083386174,-43.3206152869755,-7.17416627290162,10,100,3.11286996253671e-25,countries_admin
Guyana,ssp126,2041-2050,-7.24877927636005,-8.69893113143002,7.19440558061403,-15.3849430660686,7.91324203453958,10,90,0.0155129672162718,countries_admin
Guyana,ssp126,2091-2100,-4.24862977874476,-6.13128765586414,9.3162998633732,-12.07541881881,20.6744940648841,10,90,6.92413068840884e-15,countries_admin
Guyana,ssp585,2041-2050,-9.65845959402783,-13.6511855402449,10.1346694367387,-18.2881512988355,15.8645431393062,10,90,0.0155129672162718,countries_admin
Guyana,ssp585,2091-2100,-7.83125406652718,-16.6900357337425,32.6422034255059,-23.1017546402542,84.5874231724276,10,90,6.92413068840884e-15,countries_admin
Haiti,ssp126,2041-2050,-3.05669448303632,-0.903390445594944,6.60292169133394,-11.7306327585497,4.55851511044297,10,60,0.386390713399902,countries_admin
Haiti,ssp126,2091-2100,-1.13724766305713,-0.425654625824966,4.50155634125605,-9.41305210026252,3.94941762777153,10,50,0.977583213815065,countries_admin
Haiti,ssp585,2041-2050,-3.41599862276565,-2.01735295183965,5.18420421260621,-11.3146843061708,4.87783692227844,10,80,0.386390713399902,countries_admin
Haiti,ssp585,2091-2100,-2.30012969979807,0.00151326008475272,17.9547596944443,-28.4504379777111,17.9596894923484,10,50,0.977583213815065,countries_admin
Honduras,ssp126,2041-2050,-5.48307287070971,-1.80573357895697,10.2699522880384,-21.0716832997031,7.68468647235067,10,70,0.511792007725307,countries_admin
Honduras,ssp126,2091-2100,-3.33080775795171,-3.79098811700921,9.42970731674613,-18.3755435791468,9.65721707947733,10,60,0.0484914009771421,countries_admin
Honduras,ssp585,2041-2050,-6.15904106403788,-3.226615599909,9.1558816787747,-19.3496301483438,4.59843165059553,10,60,0.511792007725307,countries_admin
Honduras,ssp585,2091-2100,-9.35520091126132,-12.5133275650062,21.4483283717345,-40.7115229586083,20.0850128876932,10,60,0.0484914009771421,countries_admin
Iceland,ssp126,2041-2050,-5.28688983925435,-3.92644719454557,5.46876750902054,-14.5904193222317,2.50115725286334,10,90,0.035293090283944,countries_admin
Iceland,ssp126,2091-2100,-5.00092387381134,-2.82838473424538,8.53777325553709,-20.2300448097467,4.50588667985396,10,70,1.29963435164753e-25,countries_admin
Iceland,ssp585,2041-2050,-1.17879515863824,-2.09079971093892,10.7923270502079,-13.5911929704769,25.2043701672792,10,60,0.035293090283944,countries_admin
Iceland,ssp585,2091-2100,-25.1320132559205,-24.3181388937571,9.16249772419921,-43.2798957599839,-12.2009503948944,10,100,1.29963435164753e-25,countries_admin
India,ssp126,2041-2050,-5.669789443575,-5.81094289440867,3.32332122494551,-13.0197698732893,-0.708782250365749,10,100,0.00782268125843897,countries_admin
India,ssp126,2091-2100,-8.44182312228848,-8.37456926201658,3.59468010142864,-16.694066576182,-4.66020949907799,10,100,1.15062141683856e-18,countries_admin
India,ssp585,2041-2050,-7.20289290437717,-7.6535987726405,2.79396722795376,-10.4255635942008,-1.42069820019605,10,100,0.00782268125843897,countries_admin
India,ssp585,2091-2100,-18.3137631938235,-19.7548627844482,7.34288139388904,-27.2540983627608,-1.363178779015,10,100,1.15062141683856e-18,countries_admin
Indonesia,ssp126,2041-2050,-8.66818361491496,-7.4079787430911,6.58434605692272,-20.0820687069891,1.34085040554556,10,90,0.00949610876195903,countries_admin
Indonesia,ssp126,2091-2100,-9.05189567905701,-6.9448769617671,5.70145283280942,-18.7045499138621,-1.27500124344454,10,100,2.55887334559063e-17,countries_admin
Indonesia,ssp585,2041-2050,-12.3576096781859,-10.1699723879093,6.31227492808155,-23.0652619595356,-2.84320829402969,10,100,0.00949610876195903,countries_admin
Indonesia,ssp585,2091-2100,-24.913872271686,-21.9693310284739,12.2661506346944,-41.2654403335371,-7.06734901432441,10,100,2.55887334559063e-17,countries_admin
Iran (Islamic Republic of),ssp126,2041-2050,-14.9955097537708,-7.92963793079645,21.4418283337126,-73.9643924019815,-2.57181815826746,10,100,0.000610619722349087,countries_admin
Iran (Islamic Republic of),ssp126,2091-2100,-17.0950679256508,-9.04342810399854,20.8829431339879,-74.2011243331245,-5.36030420237004,10,100,3.35888788835842e-17,countries_admin
Iran (Islamic Republic of),ssp585,2041-2050,-18.841489143147,-12.9895323183799,19.5163848090754,-73.751936052876,-8.08399868095109,10,100,0.000610619722349087,countries_admin
Iran (Islamic Republic of),ssp585,2091-2100,-34.9399162354182,-33.1841318860121,14.0551623454927,-71.3402351729754,-19.5664649005699,10,100,3.35888788835842e-17,countries_admin
Iraq,ssp126,2041-2050,-8.41791605438294,-6.96065379451998,3.98499085205523,-12.9264204785464,-5.36667389008244,3,100,0.0100438072356659,countries_admin
Iraq,ssp126,2091-2100,-14.7464539614775,-14.8959292488543,4.3803254216731,-19.0501285475367,-10.2933040880415,3,100,6.76449355685791e-17,countries_admin
Iraq,ssp585,2041-2050,-15.3910837936054,-15.3807376699266,6.88685267578307,-22.2831037026045,-8.50941000828505,3,100,0.0100438072356659,countries_admin
Iraq,ssp585,2091-2100,-62.9896885366543,-64.4592238861637,7.49789733245859,-69.644021876265,-54.8658198475341,3,100,6.76449355685791e-17,countries_admin
Ireland,ssp126,2041-2050,-12.0554596347174,-13.4130536080192,7.09779693886546,-22.9274676024809,-3.97761261462988,10,100,4.39118368555166e-14,countries_admin
Ireland,ssp126,2091-2100,-9.10334453410332,-8.32029365819543,5.12071500615245,-18.0866780340027,-1.68101620129314,10,100,8.1677054159716e-27,countries_admin
Ireland,ssp585,2041-2050,3.44079839418433,3.04052744147481,11.4415229330249,-11.6032059775948,19.8711655557596,10,60,4.39118368555166e-14,countries_admin
Ireland,ssp585,2091-2100,-33.5591818156243,-33.4448602936238,6.14573093896252,-41.1322331396748,-25.3776837089291,10,100,8.1677054159716e-27,countries_admin
Israel,ssp126,2041-2050,14.5238211707713,10.6737271760219,14.5491984910396,-5.11109293437039,41.5550115018013,10,90,0.00257895637093163,countries_admin
Israel,ssp126,2091-2100,19.7660259715586,10.7949761037981,32.6357202430558,-12.8225949656364,100.563613916511,10,70,0.00139961242219743,countries_admin
Israel,ssp585,2041-2050,4.91578846065249,5.62477476116035,9.59744891387012,-9.3461286421695,18.0816855629343,10,70,0.00257895637093163,countries_admin
Israel,ssp585,2091-2100,2.0635252831015,-0.865022028082988,38.22031962094,-45.897745352045,77.6168014886481,10,50,0.00139961242219743,countries_admin
Italy,ssp126,2041-2050,10.6603671516538,14.4484751437134,9.90810644362809,-5.3654821526885,26.5466826816868,10,80,1.42622431170945e-07,countries_admin
Italy,ssp126,2091-2100,12.3684561807983,14.4442899702243,12.4096907654597,-8.88473996180716,31.017794287509,10,80,2.50577843053836e-17,countries_admin
Italy,ssp585,2041-2050,-1.38793013059639,-2.1556233233443,13.6485002899261,-20.0724294905601,25.6142791659702,10,60,1.42622431170945e-07,countries_admin
Italy,ssp585,2091-2100,-17.7698903131984,-21.7991807903018,14.7498694440231,-34.709854689867,13.1730544037739,10,90,2.50577843053836e-17,countries_admin
Jamaica,ssp126,2041-2050,-5.68521174059466,-1.42291682517807,8.64393262080148,-19.0661261380121,3.74335419729814,10,70,0.802241407574119,countries_admin
Jamaica,ssp126,2091-2100,-2.7333174453491,-1.84293407547604,4.23455686986555,-9.31527393491616,1.81244239487651,10,60,0.198288063967371,countries_admin
Jamaica,ssp585,2041-2050,-5.3299895071356,-3.75842557294688,6.33653258076373,-13.5953613278433,4.33035029618814,10,70,0.802241407574119,countries_admin
Jamaica,ssp585,2091-2100,-7.7940990151596,-3.89754984186688,16.5751362144715,-32.61250130531,12.4597816103128,10,50,0.198288063967371,countries_admin
Japan,ssp126,2041-2050,-7.75973164359726,-7.90501282197463,4.91426125900147,-17.3352966974822,-1.90267897149989,10,100,0.189898938053599,countries_admin
Japan,ssp126,2091-2100,-7.03781105855925,-6.38025373465094,5.14312432425968,-16.2017914975331,-0.723714990272917,10,100,9.05229789152651e-26,countries_admin
Japan,ssp585,2041-2050,-9.8358213722899,-9.2768373566987,5.53935478984449,-18.3301657187813,0.50782143123878,10,90,0.189898938053599,countries_admin
Japan,ssp585,2091-2100,-32.3513571024918,-30.9477004378938,14.65156324082,-55.4383513648872,-4.05329683236924,10,100,9.05229789152651e-26,countries_admin
Jordan,ssp126,2041-2050,-5.65484839777394,-5.15798514669904,4.03003465104842,-9.91027696253525,-1.89628308408753,3,100,0.159053100403828,countries_admin
Jordan,ssp126,2091-2100,-6.74061360488863,-7.98278868379691,2.60484646891131,-8.49186160907163,-3.74719052179735,3,100,4.6452632055245e-07,countries_admin
Jordan,ssp585,2041-2050,-9.79816039389631,-9.55157186286969,3.08627787957984,-13.0003354174544,-6.84257390136484,3,100,0.159053100403828,countries_admin
Jordan,ssp585,2091-2100,-24.6562214628888,-27.2063806227128,6.87086405083056,-29.8873918781484,-16.8748918878053,3,100,4.6452632055245e-07,countries_admin
Kazakhstan,ssp126,2041-2050,-0.591294481666197,-0.67098063049232,0.730897424597816,-1.39511002679527,0.371893361115127,4,75,0.00285353012665628,countries_admin
Kazakhstan,ssp126,2091-2100,-4.16231218628652,-3.73732309993228,5.15821444651724,-10.6217583853959,1.44715584011438,4,75,3.15226116052638e-05,countries_admin
Kazakhstan,ssp585,2041-2050,-3.39438025495836,-2.60657808140324,4.36779837173587,-9.35096956141689,0.986604704389945,4,75,0.00285353012665628,countries_admin
Kazakhstan,ssp585,2091-2100,-19.5682274038399,-21.1808512685386,16.6402895673622,-38.2045273788393,2.29332030055713,4,75,3.15226116052638e-05,countries_admin
Kenya,ssp126,2041-2050,-3.95003506468049,-3.2754165568826,8.0688580153849,-22.8569928167471,8.53404997764315,10,80,0.890199738081298,countries_admin
Kenya,ssp126,2091-2100,0.256248203482368,0.903941033567679,5.03421236463108,-7.25782771076314,6.2530646735855,10,60,8.93227398212593e-28,countries_admin
Kenya,ssp585,2041-2050,-3.15645702494053,-2.31565416754668,7.10623709308936,-19.7524293975347,5.59242473498027,10,70,0.890199738081298,countries_admin
Kenya,ssp585,2091-2100,-20.9086056428171,-19.6336345838548,9.86878330745941,-45.1962389883209,-6.25291518783716,10,100,8.93227398212593e-28,countries_admin
Kiribati,ssp126,2041-2050,-4.98162977454145,-4.43804605914036,2.40703076715103,-8.0612987333539,-1.06635364106731,10,100,0.445130073852727,countries_admin
Kiribati,ssp126,2091-2100,-2.60959832600476,-3.05577126732548,4.09862221114546,-8.13812446836208,5.10966607147596,10,80,6.66340758013299e-21,countries_admin
Kiribati,ssp585,2041-2050,-4.80204415348473,-4.89389728657874,5.79411752083427,-12.5629044698802,3.3736041527986,10,80,0.445130073852727,countries_admin
Kiribati,ssp585,2091-2100,-33.1874348448649,-35.4177927588692,17.6861672967718,-56.489267343249,11.3119055873743,10,90,6.66340758013299e-21,countries_admin
Kuwait,ssp126,2041-2050,-14.1208404140698,-14.3818743493932,4.47188588589568,-18.2881326746436,-9.43148028284911,4,100,0.000101275900089971,countries_admin
Kuwait,ssp126,2091-2100,-24.6212549947759,-23.8992353348527,6.40694672721953,-33.0018319823857,-17.6847173270126,4,100,1.86034036560363e-23,countries_admin
Kuwait,ssp585,2041-2050,-25.606044544868,-27.8220586549616,4.85422582223942,-28.4279150716658,-18.3521457978827,4,100,0.000101275900089971,countries_admin
Kuwait,ssp585,2091-2100,-68.9565434886931,-69.1139606417623,4.06256668996265,-73.2074952607072,-64.3907574105406,4,100,1.86034036560363e-23,countries_admin
Latvia,ssp126,2041-2050,-3.59120903454222,-2.22445525843994,8.06349173419683,-20.2803653487469,7.37041723548952,10,60,0.337543562632896,countries_admin
Latvia,ssp126,2091-2100,-3.25212428997717,-3.46911322712471,6.31641777099114,-14.4929500459674,5.86371938359622,10,70,0.000219345931082012,countries_admin
